Landmarks,Gesture
"[,6.38129592e-01,6.60479605e-01,-7.95917003e-08,5.81759214e-01
,6.38517678e-01,-3.30212340e-02,5.31716645e-01,5.84079802e-01
,-5.80308810e-02,5.11236310e-01,5.27363837e-01,-8.37862492e-02
,5.24461329e-01,4.67741489e-01,-1.08304612e-01,5.47267914e-01
,4.46747988e-01,-3.24301533e-02,5.29286504e-01,3.42459083e-01
,-6.70197308e-02,5.24942875e-01,2.78276980e-01,-8.88399258e-02
,5.24821460e-01,2.21877053e-01,-1.03455722e-01,5.92231870e-01
,4.47772086e-01,-3.73010412e-02,5.74056685e-01,3.90411019e-01
,-9.55058709e-02,5.67688704e-01,4.69672322e-01,-1.10245973e-01
,5.67125022e-01,5.36765397e-01,-1.05501354e-01,6.36661351e-01
,4.62212056e-01,-4.65057604e-02,6.17925763e-01,4.23020542e-01
,-1.01847194e-01,6.08061433e-01,5.07173359e-01,-9.48956311e-02
,6.04674935e-01,5.69349289e-01,-7.42096156e-02,6.81362867e-01
,4.88611042e-01,-5.81674017e-02,6.60137296e-01,4.57578897e-01
,-9.55857188e-02,6.45590246e-01,5.18824399e-01,-8.82236883e-02
,6.38276577e-01,5.69516957e-01,-7.22013265e-02]",Your Gesture Name
"[,6.39641464e-01,6.60981834e-01,-9.36474933e-08,5.82230210e-01
,6.38947904e-01,-3.19182053e-02,5.31730711e-01,5.83614886e-01
,-5.61658219e-02,5.13484001e-01,5.24039507e-01,-8.12976584e-02
,5.29966056e-01,4.65196162e-01,-1.05122022e-01,5.47767043e-01
,4.48582441e-01,-3.17716189e-02,5.28988838e-01,3.43899995e-01
,-6.59827664e-02,5.24347067e-01,2.79915988e-01,-8.74789730e-02
,5.24019361e-01,2.23182246e-01,-1.02106638e-01,5.92357457e-01
,4.49631214e-01,-3.70919742e-02,5.74744642e-01,3.91503900e-01
,-9.45363045e-02,5.68982005e-01,4.71017212e-01,-1.08641334e-01
,5.68922937e-01,5.37829161e-01,-1.03809781e-01,6.36540592e-01
,4.64289844e-01,-4.66515273e-02,6.18536532e-01,4.23119187e-01
,-1.01043917e-01,6.08813465e-01,5.06815851e-01,-9.36806947e-02
,6.05475366e-01,5.68883955e-01,-7.31664449e-02,6.81133509e-01
,4.90941465e-01,-5.86948469e-02,6.61365807e-01,4.60879892e-01
,-9.55597684e-02,6.46496058e-01,5.20809233e-01,-8.84985998e-02
,6.38421953e-01,5.70782483e-01,-7.30403513e-02]",Your Gesture Name
"[,6.38494372e-01,6.58299804e-01,-8.25760722e-08,5.82561672e-01
,6.36165082e-01,-3.19342837e-02,5.33957243e-01,5.82813740e-01
,-5.65462820e-02,5.14538050e-01,5.27218342e-01,-8.20740834e-02
,5.27289510e-01,4.68020022e-01,-1.06390722e-01,5.48103273e-01
,4.44635510e-01,-3.20703611e-02,5.30437529e-01,3.40862602e-01
,-6.61235079e-02,5.25866449e-01,2.77166814e-01,-8.74157846e-02
,5.25197029e-01,2.21324608e-01,-1.01700716e-01,5.92818916e-01
,4.46742266e-01,-3.72528546e-02,5.76023817e-01,3.90600204e-01
,-9.43990871e-02,5.70084691e-01,4.69578058e-01,-1.08513206e-01
,5.69446385e-01,5.35692692e-01,-1.03749894e-01,6.36919141e-01
,4.62405294e-01,-4.66564931e-02,6.19061768e-01,4.23745543e-01
,-1.00861914e-01,6.08890891e-01,5.07269979e-01,-9.38384458e-02
,6.04839325e-01,5.68582773e-01,-7.36020431e-02,6.81436539e-01
,4.89939213e-01,-5.84371798e-02,6.60744786e-01,4.60339069e-01
,-9.50152427e-02,6.45809412e-01,5.20690203e-01,-8.77851397e-02
,6.37676656e-01,5.70401847e-01,-7.21688867e-02]",Your Gesture Name
"[,6.38292551e-01,6.57822669e-01,-8.99615387e-08,5.81921935e-01
,6.35402799e-01,-3.19616795e-02,5.33046365e-01,5.79975367e-01
,-5.62586449e-02,5.15120566e-01,5.20716429e-01,-8.14028680e-02
,5.32739162e-01,4.63603914e-01,-1.05337873e-01,5.49317598e-01
,4.45785910e-01,-3.19066234e-02,5.31038225e-01,3.41216624e-01
,-6.58652037e-02,5.26248395e-01,2.77245641e-01,-8.69434476e-02
,5.26125729e-01,2.20790759e-01,-1.01187617e-01,5.94165504e-01
,4.48213011e-01,-3.71670872e-02,5.78494191e-01,3.89239460e-01
,-9.44164619e-02,5.72211266e-01,4.69542861e-01,-1.07961208e-01
,5.71914256e-01,5.36535382e-01,-1.02562234e-01,6.38207972e-01
,4.64157850e-01,-4.66427505e-02,6.21916533e-01,4.24029768e-01
,-1.00999713e-01,6.11229420e-01,5.08498132e-01,-9.33261663e-02
,6.07256472e-01,5.70249915e-01,-7.23953173e-02,6.82322323e-01
,4.91789073e-01,-5.85306510e-02,6.62753522e-01,4.61115688e-01
,-9.47739556e-02,6.47477984e-01,5.21239579e-01,-8.69783759e-02
,6.39196694e-01,5.70878208e-01,-7.09708109e-02]",Your Gesture Name
"[,6.41470313e-01,6.61152244e-01,-6.82472958e-08,5.84315121e-01
,6.37793481e-01,-3.31620574e-02,5.35931945e-01,5.81760943e-01
,-5.84289059e-02,5.17127633e-01,5.24696648e-01,-8.45994204e-02
,5.32515883e-01,4.68266338e-01,-1.09552063e-01,5.49974918e-01
,4.47463304e-01,-3.31544839e-02,5.31267822e-01,3.41691852e-01
,-6.84592426e-02,5.26729345e-01,2.76540816e-01,-9.08791497e-02
,5.26722670e-01,2.19380796e-01,-1.05918415e-01,5.94446599e-01
,4.50573802e-01,-3.80847827e-02,5.79186738e-01,3.90929699e-01
,-9.67835635e-02,5.71980476e-01,4.70621526e-01,-1.11348622e-01
,5.70117652e-01,5.37619591e-01,-1.06551155e-01,6.38621330e-01
,4.66230065e-01,-4.74063642e-02,6.22357309e-01,4.23646063e-01
,-1.03007875e-01,6.10944986e-01,5.08708656e-01,-9.57262442e-02
,6.05953693e-01,5.71908414e-01,-7.48420432e-02,6.82933688e-01
,4.93501693e-01,-5.92701323e-02,6.64748907e-01,4.59717184e-01
,-9.67150033e-02,6.48603797e-01,5.19893110e-01,-8.92045796e-02
,6.38836086e-01,5.70781708e-01,-7.31761530e-02]",Your Gesture Name
"[,6.39559686e-01,6.60235405e-01,-8.49815507e-08,5.82719147e-01
,6.36074245e-01,-3.18185203e-02,5.34576297e-01,5.79870641e-01
,-5.63683473e-02,5.16269505e-01,5.21920443e-01,-8.21137652e-02
,5.32948375e-01,4.64515805e-01,-1.06726117e-01,5.49759686e-01
,4.44448262e-01,-3.13609242e-02,5.31633973e-01,3.39478433e-01
,-6.56198040e-02,5.27688265e-01,2.75059223e-01,-8.69992077e-02
,5.28182507e-01,2.17960149e-01,-1.01205528e-01,5.95071375e-01
,4.47142959e-01,-3.67688574e-02,5.79159439e-01,3.90175462e-01
,-9.47768390e-02,5.73532104e-01,4.71382290e-01,-1.08917497e-01
,5.73875666e-01,5.39692521e-01,-1.03562169e-01,6.39435649e-01
,4.63176519e-01,-4.63934094e-02,6.21814847e-01,4.25155908e-01
,-1.01354718e-01,6.12293661e-01,5.11383712e-01,-9.40919518e-02
,6.09599710e-01,5.74953675e-01,-7.30117112e-02,6.83947563e-01
,4.90719676e-01,-5.83748147e-02,6.63143277e-01,4.60431129e-01
,-9.45991799e-02,6.47544265e-01,5.20406842e-01,-8.66611972e-02
,6.39068484e-01,5.70718765e-01,-7.03420341e-02]",Your Gesture Name
"[,6.41154468e-01,6.59621119e-01,-1.04647178e-07,5.84068775e-01
,6.35119617e-01,-3.07852272e-02,5.35453081e-01,5.79645038e-01
,-5.46435229e-02,5.16768157e-01,5.20559967e-01,-7.98337534e-02
,5.33774912e-01,4.62313563e-01,-1.03888951e-01,5.50219953e-01
,4.44785178e-01,-2.98447385e-02,5.31258166e-01,3.40075552e-01
,-6.35410026e-02,5.27458966e-01,2.76334375e-01,-8.44493061e-02
,5.28291106e-01,2.20060602e-01,-9.82440934e-02,5.95135510e-01
,4.47202861e-01,-3.51521112e-02,5.81263125e-01,3.89997154e-01
,-9.22097117e-02,5.74402034e-01,4.69653368e-01,-1.06094234e-01
,5.72676897e-01,5.36839366e-01,-1.00788273e-01,6.39173627e-01
,4.62812006e-01,-4.46113162e-02,6.23434901e-01,4.24374789e-01
,-9.86898765e-02,6.12251818e-01,5.09457648e-01,-9.16206762e-02
,6.07799649e-01,5.72241187e-01,-7.08888546e-02,6.83031023e-01
,4.90292192e-01,-5.63379787e-02,6.63681269e-01,4.59162742e-01
,-9.20074061e-02,6.47711515e-01,5.19131362e-01,-8.42948705e-02
,6.38663709e-01,5.69482386e-01,-6.81989491e-02]",Your Gesture Name
"[,6.42978549e-01,6.61282837e-01,-9.97339953e-08,5.85494876e-01
,6.36430144e-01,-3.07653025e-02,5.36873221e-01,5.80091238e-01
,-5.45133837e-02,5.16252160e-01,5.22036374e-01,-7.98400491e-02
,5.32270849e-01,4.64507490e-01,-1.04150973e-01,5.52517474e-01
,4.49792355e-01,-2.98591554e-02,5.33584952e-01,3.43163788e-01
,-6.47429526e-02,5.29652119e-01,2.77937531e-01,-8.63537937e-02
,5.30426919e-01,2.20024079e-01,-1.00392610e-01,5.96525908e-01
,4.51995164e-01,-3.52930538e-02,5.81421256e-01,3.90288442e-01
,-9.34448317e-02,5.74427605e-01,4.70657408e-01,-1.07382953e-01
,5.73334277e-01,5.38560748e-01,-1.01664238e-01,6.39943480e-01
,4.66199696e-01,-4.49822955e-02,6.23327076e-01,4.25459445e-01
,-9.98782739e-02,6.12432003e-01,5.11552155e-01,-9.24964175e-02
,6.08691871e-01,5.75227678e-01,-7.10541755e-02,6.83520436e-01
,4.91492152e-01,-5.69872409e-02,6.63484335e-01,4.58307296e-01
,-9.23000276e-02,6.46764755e-01,5.17337799e-01,-8.39194879e-02
,6.37140810e-01,5.67735374e-01,-6.72946796e-02]",Your Gesture Name
"[,6.38540268e-01,6.60742283e-01,-9.13046705e-08,5.82712591e-01
,6.35978460e-01,-3.05985529e-02,5.34759223e-01,5.78968704e-01
,-5.43436073e-02,5.14865816e-01,5.19732535e-01,-7.97012225e-02
,5.33498049e-01,4.64218378e-01,-1.04071297e-01,5.52307248e-01
,4.47335184e-01,-2.96657737e-02,5.35797119e-01,3.41020018e-01
,-6.41993284e-02,5.33751369e-01,2.76767880e-01,-8.55971649e-02
,5.35902739e-01,2.19808102e-01,-9.94650796e-02,5.96791446e-01
,4.51633513e-01,-3.51727791e-02,5.81335962e-01,3.93296003e-01
,-9.32511538e-02,5.74200451e-01,4.74941611e-01,-1.06840543e-01
,5.73238611e-01,5.41325331e-01,-1.00880124e-01,6.39832497e-01
,4.67413217e-01,-4.49220389e-02,6.23167336e-01,4.28170800e-01
,-1.00069523e-01,6.11992419e-01,5.15549600e-01,-9.24678743e-02
,6.07925475e-01,5.78665972e-01,-7.07035139e-02,6.82851434e-01
,4.94118422e-01,-5.69239855e-02,6.63434207e-01,4.60447848e-01
,-9.25491303e-02,6.47051334e-01,5.19961238e-01,-8.40585306e-02
,6.37497246e-01,5.69935918e-01,-6.71776310e-02]",Your Gesture Name
"[,6.40565932e-01,6.60254359e-01,-8.23150046e-08,5.83731174e-01
,6.37484670e-01,-3.12061030e-02,5.35921991e-01,5.82119763e-01
,-5.53830899e-02,5.17267048e-01,5.25298774e-01,-8.09687898e-02
,5.32491088e-01,4.68127340e-01,-1.05460972e-01,5.52948475e-01
,4.45327938e-01,-3.02406698e-02,5.38643777e-01,3.38174105e-01
,-6.50847703e-02,5.37764192e-01,2.73138165e-01,-8.68705437e-02
,5.40487409e-01,2.16560721e-01,-1.00988761e-01,5.97069323e-01
,4.49630588e-01,-3.54594849e-02,5.81986248e-01,3.94347131e-01
,-9.42477062e-02,5.74183643e-01,4.75854903e-01,-1.08779237e-01
,5.72605014e-01,5.42635262e-01,-1.03420064e-01,6.39819860e-01
,4.65415776e-01,-4.49666083e-02,6.22607529e-01,4.29794043e-01
,-1.00544743e-01,6.10880077e-01,5.15562057e-01,-9.35033858e-02
,6.06664836e-01,5.77320158e-01,-7.22206309e-02,6.82412267e-01
,4.92232680e-01,-5.67535833e-02,6.62367344e-01,4.61459488e-01
,-9.32268500e-02,6.46464527e-01,5.21523833e-01,-8.51825774e-02
,6.38145208e-01,5.70813000e-01,-6.83805943e-02]",Your Gesture Name
"[,6.38483644e-01,6.59442127e-01,-9.32852799e-08,5.82988799e-01
,6.36782050e-01,-3.09321005e-02,5.35294890e-01,5.82490325e-01
,-5.50883301e-02,5.15534759e-01,5.27079284e-01,-8.06491822e-02
,5.30391753e-01,4.70082790e-01,-1.05173036e-01,5.53161681e-01
,4.43558365e-01,-3.06479745e-02,5.41936278e-01,3.36155266e-01
,-6.50133342e-02,5.42945206e-01,2.72711337e-01,-8.62681717e-02
,5.46700001e-01,2.17926353e-01,-9.99496132e-02,5.97782433e-01
,4.49818075e-01,-3.58608961e-02,5.82194507e-01,3.95620644e-01
,-9.42422450e-02,5.73875070e-01,4.78672653e-01,-1.08495459e-01
,5.71979821e-01,5.45430899e-01,-1.03138059e-01,6.40498459e-01
,4.67408508e-01,-4.52776439e-02,6.23670161e-01,4.31408852e-01
,-1.00962155e-01,6.10960484e-01,5.18524706e-01,-9.41135585e-02
,6.05417848e-01,5.80126464e-01,-7.29395822e-02,6.83029175e-01
,4.95446980e-01,-5.67952916e-02,6.63996816e-01,4.63767886e-01
,-9.30074230e-02,6.47087574e-01,5.23149848e-01,-8.49206075e-02
,6.37051582e-01,5.71351767e-01,-6.81559592e-02]",Your Gesture Name
"[,6.37800515e-01,6.60780549e-01,-9.93278917e-08,5.82158744e-01
,6.37555599e-01,-2.90877186e-02,5.34775078e-01,5.82508981e-01
,-5.17296754e-02,5.14736474e-01,5.28719068e-01,-7.60647207e-02
,5.30439794e-01,4.75819528e-01,-9.95760188e-02,5.53552210e-01
,4.42211270e-01,-2.71316506e-02,5.46657920e-01,3.35926354e-01
,-6.08300157e-02,5.50677419e-01,2.72532880e-01,-8.24442133e-02
,5.56672096e-01,2.17679918e-01,-9.65738222e-02,5.98366976e-01
,4.50009465e-01,-3.28313410e-02,5.81665933e-01,3.97641778e-01
,-9.00764912e-02,5.72911561e-01,4.81589317e-01,-1.04412183e-01
,5.71126580e-01,5.47944307e-01,-9.94874835e-02,6.41072631e-01
,4.68491763e-01,-4.27145101e-02,6.22793913e-01,4.33584273e-01
,-9.73571017e-02,6.09510541e-01,5.20554245e-01,-9.02998000e-02
,6.03652835e-01,5.81675589e-01,-6.93364292e-02,6.83294773e-01
,4.97366607e-01,-5.46501465e-02,6.63830817e-01,4.67090636e-01
,-9.02078450e-02,6.46468043e-01,5.27506292e-01,-8.18987489e-02
,6.36399925e-01,5.75358152e-01,-6.51950911e-02]",Your Gesture Name
"[,6.36464059e-01,6.60091519e-01,-1.02105751e-07,5.80957353e-01
,6.37891948e-01,-2.88549419e-02,5.33495367e-01,5.83167851e-01
,-5.12022637e-02,5.13663292e-01,5.29487550e-01,-7.52894506e-02
,5.29650331e-01,4.77320910e-01,-9.86206904e-02,5.53584456e-01
,4.41457272e-01,-2.61966400e-02,5.48727572e-01,3.36208880e-01
,-5.92915826e-02,5.54399729e-01,2.73719937e-01,-8.05510804e-02
,5.62152863e-01,2.19777688e-01,-9.43578109e-02,5.98225832e-01
,4.50233102e-01,-3.18546705e-02,5.81794322e-01,3.98694634e-01
,-8.90180469e-02,5.72340608e-01,4.83210355e-01,-1.03538476e-01
,5.70235550e-01,5.50941408e-01,-9.85453799e-02,6.40638590e-01
,4.69423711e-01,-4.16551270e-02,6.22406840e-01,4.36124414e-01
,-9.65932608e-02,6.09302878e-01,5.23718357e-01,-8.98201466e-02
,6.03749275e-01,5.85724533e-01,-6.87749609e-02,6.82435691e-01
,4.98741895e-01,-5.34392744e-02,6.63428664e-01,4.68980372e-01
,-8.93485472e-02,6.46409333e-01,5.30052662e-01,-8.11827704e-02
,6.36471093e-01,5.78808665e-01,-6.43771291e-02]",Your Gesture Name
"[,6.36502683e-01,6.59045458e-01,-8.21070429e-08,5.82242012e-01
,6.39013827e-01,-3.12749781e-02,5.34286499e-01,5.87191224e-01
,-5.55655621e-02,5.13064265e-01,5.36010444e-01,-8.10348243e-02
,5.28778493e-01,4.82050091e-01,-1.05526567e-01,5.52345157e-01
,4.42239106e-01,-2.95287836e-02,5.48195124e-01,3.35356861e-01
,-6.38234839e-02,5.55136383e-01,2.72454411e-01,-8.56729448e-02
,5.64038157e-01,2.18691856e-01,-9.98461992e-02,5.97247124e-01
,4.51045513e-01,-3.40963006e-02,5.79849780e-01,4.02916849e-01
,-9.19250175e-02,5.72422564e-01,4.88379687e-01,-1.06315389e-01
,5.72101235e-01,5.54946065e-01,-1.01500481e-01,6.40014887e-01
,4.70387220e-01,-4.30507660e-02,6.21389985e-01,4.38881814e-01
,-9.89267081e-02,6.09387457e-01,5.26711941e-01,-9.17149931e-02
,6.04361176e-01,5.87528408e-01,-7.05407336e-02,6.82283938e-01
,4.99612957e-01,-5.41349649e-02,6.62603557e-01,4.71850336e-01
,-9.09510851e-02,6.46084905e-01,5.33187509e-01,-8.28072354e-02
,6.36427462e-01,5.80748022e-01,-6.60159960e-02]",Your Gesture Name
"[,6.38351858e-01,6.59823537e-01,-8.95963055e-08,5.83755374e-01
,6.41254783e-01,-3.11854798e-02,5.34762859e-01,5.90185523e-01
,-5.55850528e-02,5.12901902e-01,5.38690388e-01,-8.11880976e-02
,5.28572679e-01,4.84154612e-01,-1.05825625e-01,5.52647710e-01
,4.45389509e-01,-3.04979999e-02,5.48277080e-01,3.37841988e-01
,-6.60162941e-02,5.55554569e-01,2.74642706e-01,-8.89424235e-02
,5.64883888e-01,2.20295593e-01,-1.03921779e-01,5.98018289e-01
,4.53410685e-01,-3.55151743e-02,5.77539086e-01,4.04013097e-01
,-9.45331305e-02,5.70572853e-01,4.90918040e-01,-1.09438583e-01
,5.70800662e-01,5.57561338e-01,-1.04808338e-01,6.41300380e-01
,4.71931577e-01,-4.48733568e-02,6.20489538e-01,4.40738112e-01
,-1.01425759e-01,6.09340310e-01,5.30689895e-01,-9.38157663e-02
,6.04824722e-01,5.91534257e-01,-7.22504035e-02,6.84084296e-01
,5.00070632e-01,-5.64266704e-02,6.63504243e-01,4.75332022e-01
,-9.36017856e-02,6.46871388e-01,5.37707746e-01,-8.53554308e-02
,6.37066841e-01,5.84175944e-01,-6.84443340e-02]",Your Gesture Name
"[,6.39728904e-01,6.60703838e-01,-8.57575699e-08,5.85794806e-01
,6.43241107e-01,-3.32412906e-02,5.35501480e-01,5.93383670e-01
,-5.91247827e-02,5.12387455e-01,5.41908681e-01,-8.58125091e-02
,5.29869139e-01,4.86483663e-01,-1.11434616e-01,5.52941561e-01
,4.46531385e-01,-3.29881683e-02,5.46929955e-01,3.39090586e-01
,-6.93703443e-02,5.53567708e-01,2.75866121e-01,-9.28590372e-02
,5.62030613e-01,2.21906111e-01,-1.08202524e-01,5.98117888e-01
,4.54118460e-01,-3.69904637e-02,5.77876389e-01,4.07558948e-01
,-9.65590701e-02,5.71994960e-01,4.95214790e-01,-1.11530513e-01
,5.72256088e-01,5.60642123e-01,-1.07143290e-01,6.41186178e-01
,4.71840382e-01,-4.55325060e-02,6.20934129e-01,4.41339672e-01
,-1.02827191e-01,6.09864533e-01,5.31994641e-01,-9.53868479e-02
,6.04910731e-01,5.92838109e-01,-7.39791468e-02,6.83576703e-01
,4.99463439e-01,-5.63913919e-02,6.63397551e-01,4.73995388e-01
,-9.43431705e-02,6.47127330e-01,5.37589669e-01,-8.64540264e-02
,6.37314439e-01,5.84785938e-01,-6.97589442e-02]",Your Gesture Name
"[,6.39149666e-01,6.60975218e-01,-7.70723503e-08,5.85427046e-01
,6.43821359e-01,-3.35952491e-02,5.35963356e-01,5.97221851e-01
,-6.03823327e-02,5.12867332e-01,5.47630072e-01,-8.80144536e-02
,5.30113637e-01,4.92921770e-01,-1.14631101e-01,5.50811529e-01
,4.50060099e-01,-3.45196724e-02,5.43428779e-01,3.42050105e-01
,-7.16099441e-02,5.49259901e-01,2.78117836e-01,-9.52958465e-02
,5.57129800e-01,2.23491564e-01,-1.10729612e-01,5.96626759e-01
,4.55523014e-01,-3.86846215e-02,5.76518595e-01,4.11907077e-01
,-9.91532356e-02,5.72089791e-01,4.99968678e-01,-1.14140242e-01
,5.73392391e-01,5.66044748e-01,-1.09600455e-01,6.40231907e-01
,4.72059727e-01,-4.73610349e-02,6.19392633e-01,4.46559548e-01
,-1.04904607e-01,6.09871328e-01,5.36811292e-01,-9.72472578e-02
,6.05632365e-01,5.97153902e-01,-7.57627189e-02,6.82919145e-01
,4.98665541e-01,-5.84373027e-02,6.62026584e-01,4.78063434e-01
,-9.61849242e-02,6.46851063e-01,5.41561246e-01,-8.79770443e-02
,6.37616217e-01,5.88097513e-01,-7.11123422e-02]",Your Gesture Name
"[,6.41204655e-01,6.61838114e-01,-8.44440038e-08,5.87095916e-01
,6.47221744e-01,-3.49214263e-02,5.36020041e-01,6.01624548e-01
,-6.24033622e-02,5.12452543e-01,5.52283704e-01,-9.02869850e-02
,5.30097187e-01,4.97832596e-01,-1.17038451e-01,5.48719704e-01
,4.53596979e-01,-3.71403322e-02,5.36622703e-01,3.46355468e-01
,-7.41991401e-02,5.38753092e-01,2.83199072e-01,-9.73718688e-02
,5.43143570e-01,2.29074135e-01,-1.12593018e-01,5.95319986e-01
,4.56399500e-01,-4.08854000e-02,5.74911416e-01,4.12843645e-01
,-1.00736707e-01,5.71567953e-01,5.00206411e-01,-1.14874244e-01
,5.72821558e-01,5.65359294e-01,-1.09998249e-01,6.39940143e-01
,4.71481085e-01,-4.91774902e-02,6.19491041e-01,4.48587656e-01
,-1.06576130e-01,6.10453665e-01,5.38793921e-01,-9.88186300e-02
,6.05256617e-01,5.98264277e-01,-7.76005164e-02,6.83402598e-01
,4.97285783e-01,-5.99196330e-02,6.62714422e-01,4.79010671e-01
,-9.76024568e-02,6.47671998e-01,5.43404818e-01,-8.92663300e-02
,6.37481093e-01,5.90162218e-01,-7.25949258e-02]",Your Gesture Name
"[,6.42846525e-01,6.60445988e-01,-9.16471876e-08,5.87950230e-01
,6.47970021e-01,-3.37017365e-02,5.35770237e-01,6.03869319e-01
,-6.11031242e-02,5.13919830e-01,5.53951025e-01,-8.89341608e-02
,5.32909632e-01,5.00846803e-01,-1.15714267e-01,5.46976864e-01
,4.55401033e-01,-3.84966359e-02,5.32359302e-01,3.48956823e-01
,-7.59121999e-02,5.32131314e-01,2.86163390e-01,-9.94281024e-02
,5.34712255e-01,2.31838629e-01,-1.15168266e-01,5.94863832e-01
,4.56386805e-01,-4.30624448e-02,5.74644208e-01,4.14256394e-01
,-1.03265114e-01,5.72575271e-01,5.04075050e-01,-1.16666384e-01
,5.74650884e-01,5.70143580e-01,-1.11320257e-01,6.40504658e-01
,4.70932811e-01,-5.19253872e-02,6.19553149e-01,4.50071514e-01
,-1.08731270e-01,6.11617565e-01,5.41407585e-01,-9.94289815e-02
,6.07000709e-01,6.01683915e-01,-7.75562525e-02,6.84324026e-01
,4.96712834e-01,-6.32876903e-02,6.63181007e-01,4.82798636e-01
,-1.00649826e-01,6.48654342e-01,5.47897339e-01,-9.16018113e-02
,6.38904810e-01,5.94221294e-01,-7.46215880e-02]",Your Gesture Name
"[,6.42181635e-01,6.60576999e-01,-6.21416234e-08,5.87474048e-01
,6.49704814e-01,-3.56053971e-02,5.37064672e-01,6.07354522e-01
,-6.43683597e-02,5.16486764e-01,5.58780670e-01,-9.33423862e-02
,5.34564674e-01,5.05211532e-01,-1.21262103e-01,5.44968426e-01
,4.57895815e-01,-4.20791693e-02,5.27998745e-01,3.50178301e-01
,-8.12075809e-02,5.26640296e-01,2.85111636e-01,-1.05926819e-01
,5.28054237e-01,2.28824317e-01,-1.22265644e-01,5.93259513e-01
,4.57371324e-01,-4.60911728e-02,5.72138786e-01,4.14631069e-01
,-1.08136334e-01,5.71420014e-01,5.03549993e-01,-1.22750893e-01
,5.74062705e-01,5.70625603e-01,-1.17935695e-01,6.39665186e-01
,4.70598340e-01,-5.44140749e-02,6.18508577e-01,4.51618344e-01
,-1.13008350e-01,6.11642361e-01,5.43976903e-01,-1.04798771e-01
,6.07042968e-01,6.05568051e-01,-8.31971690e-02,6.83766186e-01
,4.95127887e-01,-6.53051734e-02,6.63459778e-01,4.80913699e-01
,-1.04022056e-01,6.48922503e-01,5.46614289e-01,-9.55395177e-02
,6.38000369e-01,5.94468594e-01,-7.86585510e-02]",Your Gesture Name
"[,6.43171012e-01,6.61801279e-01,-9.13743250e-08,5.88274181e-01
,6.49658084e-01,-3.28508094e-02,5.37098885e-01,6.06996119e-01
,-6.03884794e-02,5.15953481e-01,5.59537709e-01,-8.86523053e-02
,5.33286810e-01,5.08068383e-01,-1.16284378e-01,5.44972718e-01
,4.59050953e-01,-4.06872481e-02,5.24443805e-01,3.52816641e-01
,-7.93411657e-02,5.21158218e-01,2.86569715e-01,-1.04465365e-01
,5.20769358e-01,2.29764104e-01,-1.21199802e-01,5.93551099e-01
,4.57833827e-01,-4.57124524e-02,5.73181689e-01,4.20161664e-01
,-1.06605567e-01,5.72128594e-01,5.06993711e-01,-1.21613786e-01
,5.74052632e-01,5.73721945e-01,-1.17684700e-01,6.40403748e-01
,4.70333934e-01,-5.46702184e-02,6.19339943e-01,4.55057502e-01
,-1.11731924e-01,6.12255037e-01,5.45372367e-01,-1.03513137e-01
,6.07448518e-01,6.06592238e-01,-8.26400369e-02,6.84876561e-01
,4.94384080e-01,-6.60272911e-02,6.63572967e-01,4.81759101e-01
,-1.03526182e-01,6.48963034e-01,5.47832012e-01,-9.43683609e-02
,6.38857782e-01,5.96203208e-01,-7.74047300e-02]",Your Gesture Name
"[,6.46351814e-01,6.62997901e-01,-1.07034879e-07,5.90914249e-01
,6.51402116e-01,-3.50925587e-02,5.39130569e-01,6.09866619e-01
,-6.43334612e-02,5.17472088e-01,5.62448978e-01,-9.37175378e-02
,5.35720229e-01,5.09847283e-01,-1.22366838e-01,5.45357823e-01
,4.61532980e-01,-4.44090478e-02,5.14337897e-01,3.55950832e-01
,-8.41130167e-02,5.03262341e-01,2.91435331e-01,-1.09042898e-01
,4.97175157e-01,2.35264838e-01,-1.25523359e-01,5.93496323e-01
,4.57203895e-01,-4.87353504e-02,5.70338964e-01,4.18381780e-01
,-1.10728532e-01,5.70562541e-01,5.06587803e-01,-1.25127569e-01
,5.74429512e-01,5.73767245e-01,-1.20282695e-01,6.40536845e-01
,4.68173832e-01,-5.71205914e-02,6.18086576e-01,4.55330461e-01
,-1.15095496e-01,6.12011552e-01,5.46259224e-01,-1.06213577e-01
,6.08712554e-01,6.07142329e-01,-8.45150501e-02,6.85443819e-01
,4.91546959e-01,-6.80822954e-02,6.62922978e-01,4.80826944e-01
,-1.05941191e-01,6.49737000e-01,5.47628760e-01,-9.62413251e-02
,6.41401112e-01,5.96162677e-01,-7.87099972e-02]",Your Gesture Name
